,Date,Time,Username,Message,Sentiment,Time from Start
2788,2022-12-23,19:04:36,ddrxxfante,its fine,5,108
4236,2022-12-23,19:04:38,ddrxxfante,Create $300 worth of battles,5,108
1675,2022-12-23,19:05:08,dauphinn7,Please dont fuck us,1,108
509,2022-12-23,19:05:39,dauphinn7,We won,8,109
1791,2022-12-23,19:05:43,turkishmizaj,papa,5,109
3266,2022-12-23,19:05:43,dauphinn7,Hell no,1,109
3950,2022-12-23,19:05:47,ddrxxfante,F,1,109
1734,2022-12-23,19:05:48,dauphinn7,peepoSad,1,109
586,2022-12-23,19:05:53,radikalnyyy,unlucko,1,109
467,2022-12-23,19:06:01,dede0099,where balance modCheck,5,109
525,2022-12-23,19:06:17,veritas______,We dont gamble,5,109
2090,2022-12-23,19:06:17,michko,NOIDONTTHINKSO,1,109
4442,2022-12-23,19:06:24,radikalnyyy,but send mon0ey xdd,1,109
1718,2022-12-23,19:06:30,olivercito3,PepeLaugh,1,110
3859,2022-12-23,19:07:24,AlumiiiLight,fr,5,110
282,2022-12-23,19:07:46,dede0099,xeri you are such a good gambler,5,111
1719,2022-12-23,19:07:49,dede0099,PepeLaugh,1,111
452,2022-12-23,19:08:36,michko,whoever opens the least wins it all,5,112
5058,2022-12-23,19:08:41,strix_daniel,@michko how often u check code-confirmations room? :D,5,112
445,2022-12-23,19:08:48,ddrxxfante,why don't you check your inventory and sell it  @xeriffer,5,112
303,2022-12-23,19:08:50,olivercito3,xd�,8,112
4967,2022-12-23,19:09:07,michko,@strix_daniel every friday +-,5,112
1967,2022-12-23,19:09:12,strix_daniel,ok,5,112
3860,2022-12-23,19:10:10,milujutekamobracho1,fr,5,113
3861,2022-12-23,19:10:12,AlumiiiLight,fr,5,113
3134,2022-12-23,19:10:14,Matmansk,Hi xeri,5,113
3292,2022-12-23,19:10:15,AlumiiiLight,HAHHAHAHAHAHAHAHAHAHAHAAH,1,113
3862,2022-12-23,19:10:17,swaampyyy,fr,5,113
3863,2022-12-23,19:10:17,Matmansk,fr,5,113
2504,2022-12-23,19:10:18,dede0099,LuL,7,113
3864,2022-12-23,19:10:22,radikalnyyy,fr,5,113
4278,2022-12-23,19:10:24,RossinLive,coin flip,5,113
5244,2022-12-23,19:10:26,Matmansk,!future,5,113
1526,2022-12-23,19:10:29,Matmansk,Pog,8,114
136,2022-12-23,19:11:02,Matmansk,yesterday max win whatever,8,114
472,2022-12-23,19:11:25,Matmansk,when Pissed come back?,8,114
4021,2022-12-23,19:11:30,radikalnyyy,enjoy tommorow Day guys,5,115
1792,2022-12-23,19:11:33,milujutekamobracho1,papa,5,115
692,2022-12-23,19:11:36,ddrxxfante,thx for the stream xeriffer,8,115
4223,2022-12-23,19:11:38,ddrxxfante,cya <3,5,115
3504,2022-12-23,19:11:40,jen1sek,Gn,5,115
1765,2022-12-23,19:11:43,Matmansk,papa xeri marry christmas,5,115
5089,2022-12-23,19:11:44,stalkin1,@ddrxxfante oh moh oh,5,115
3491,2022-12-23,19:11:57,lot_of_damage,gn [Emote Personalizado 6],5,115
5245,2022-12-23,19:11:57,mashalak,!future,5,115
2378,2022-12-23,19:11:59,dede0099,merry christmas to you as well,7,115
4216,2022-12-23,19:11:59,chrizz_tophernolan,cyaa,8,115
4927,2022-12-23,19:12:02,chrizz_tophernolan,<3,5,115
48,2022-12-23,19:12:03,radikalnyyy,you tooo,5,115
4222,2022-12-23,19:12:04,charlliezzz,cya buddy,5,115
1793,2022-12-23,19:12:06,strix_daniel,papa,5,115
1794,2022-12-23,19:12:08,radikalnyyy,papa,5,115
3493,2022-12-23,19:12:10,nailboii,gn papa,5,115
4564,2022-12-23,19:12:10,MichalHahh,bb,5,115
784,2022-12-23,19:12:13,dauphinn7,thanks for the stream bro,8,115
4385,2022-12-23,19:12:14,randysi,cayaa,5,115
1824,2022-12-23,19:12:15,randysi,paa,5,115
4217,2022-12-23,19:12:19,kozmikto,cyaa,5,115
2459,2022-12-23,19:12:21,kozmikto,man,5,115
4420,2022-12-23,19:12:26,yonassi,bye bye,5,115
1795,2022-12-23,19:12:27,dede0099,papa,5,115
2580,2022-12-29,23:09:12,zwi0pz,lets goooo,9,0
4507,2022-12-29,23:09:18,SKuLLn1,BloodTrail,5,0
3186,2022-12-29,23:09:25,brabi20,HeyGuys,5,0
1368,2022-12-29,23:09:30,delirion1,POGGERS  POGGERS,8,0
3966,2022-12-29,23:09:32,0dankomando,ez stream,8,0
268,2022-12-29,23:09:33,TetaUwU,xeriW,5,0
3151,2022-12-29,23:09:35,ldarkarrowl,hi,5,0
3181,2022-12-29,23:09:35,adas334cz,HeyGuys HeyGuys HeyGuys,5,0
4924,2022-12-29,23:09:41,SKuLLn1,<3,8,0
2268,2022-12-29,23:09:46,radikalnyyy,my presidento,7,0
3237,2022-12-29,23:09:51,alex12137,hello chat,5,0
610,2022-12-29,23:09:54,milujutekamobracho1,Twisted,5,0
3243,2022-12-29,23:09:56,zwi0pz,hello,7,0
3425,2022-12-29,23:09:59,LielaisT,Good evening,6,0
538,2022-12-29,23:10:03,0dankomando,wassup,5,0
3231,2022-12-29,23:10:03,fede25tv,hello gl !,7,0
2965,2022-12-29,23:10:04,TetaUwU,HypeHide HypeHide,8,0
2894,2022-12-29,23:10:30,SKuLLn1,I was not expecting such a Stream pleasant surprise.,8,1
2571,2022-12-29,23:10:43,radikalnyyy,lets try some leprechaun vault spins? nehehe,6,1
4198,2022-12-29,23:10:46,zwi0pz,daily gates,5,1
3488,2022-12-29,23:10:47,zwi0pz,go,7,1
2945,2022-12-29,23:10:49,SKuLLn1,I guess.,5,1
157,2022-12-29,23:10:54,adas334cz,yes siiir,9,1
3083,2022-12-29,23:10:57,Strangechol,holy shit long time no see pissed,2,1
275,2022-12-29,23:11:00,Strangechol,xeriL,5,1
2895,2022-12-29,23:11:00,radikalnyyy,i was going to sleep btw LUL,4,1
5134,2022-12-29,23:11:25,milujutekamobracho1,??,8,2
619,2022-12-29,23:11:31,radikalnyyy,try that new playngo its Like pizza,7,2
3520,2022-12-29,23:11:49,TetaUwU,GL today,7,2
3218,2022-12-29,23:12:05,harabyn,hello sir,8,2
3217,2022-12-29,23:12:19,adas334cz,hello teta,8,3
3236,2022-12-29,23:12:22,harabyn,hello chat <3,8,3
3148,2022-12-29,23:12:28,zwi0pz,hi bro,6,3
3244,2022-12-29,23:12:28,Strangechol,hello,7,3
112,2022-12-29,23:12:29,4rc44,yooo,6,3
3211,2022-12-29,23:12:30,mariet3,helloo,7,3
279,2022-12-29,23:12:32,4rc44,xeriffer gl bro,8,3
3152,2022-12-29,23:12:32,wampir81,hi,6,3
3141,2022-12-29,23:12:38,4rc44,hi hi,7,3
2016,2022-12-29,23:12:39,0dankomando,NotLikeThis NotLikeThis,2,3
3290,2022-12-29,23:12:40,Pata1G,happy new year,9,3
101,2022-12-29,23:12:45,gems69,yoooo,6,3
4007,2022-12-29,23:12:45,fantousek,eyyy,7,3
4635,2022-12-29,23:12:48,harabyn,army raise!! snus time O:),6,3
927,2022-12-29,23:12:56,fantousek,some big win finally?,8,3
3176,2022-12-29,23:13:13,Nasty152,heyy xeri,7,4
3178,2022-12-29,23:13:15,MichalHahh,Heyy @[Mención Directa],7,4
2433,2022-12-29,23:13:16,Pata1G,matoPiska matoPiska matoPiska matoPiska matoPiska matoPiska,2,4
3173,2022-12-29,23:13:17,dylan_1484,heyyy,7,4
2783,2022-12-29,23:13:19,Pata1G,its in my country,7,4
3183,2022-12-29,23:13:22,dylan_1484,HeyGuys HeyGuys,5,4
3197,2022-12-29,23:13:22,dauphinn7,Hey boys,5,4
838,2022-12-29,23:13:32,martinW,sup broskiiiii,7,4
532,2022-12-29,23:13:37,Strangechol,wdym @pata1g OME,5,4
2839,2022-12-29,23:13:39,milujutekamobracho1,In olomouc its today,7,4
2434,2022-12-29,23:13:41,Pata1G,matoPiska,2,4
4954,2022-12-29,23:13:42,harabyn,@xeri @[Mención Directa] maybe try christmas carol?,8,4
2665,2022-12-29,23:13:44,cassluuu,KomodoHype KomodoHype,8,4
484,2022-12-29,23:13:45,flannxd,whats good whats good,6,4
3210,2022-12-29,23:13:49,Grypss,helloo gl,7,4
3212,2022-12-29,23:13:54,Bullis00,helloo,7,4
4521,2022-12-29,23:13:55,Pata1G,big noob,2,4
437,2022-12-29,23:13:59,Filkopesko,why?,5,4
344,2022-12-29,23:14:00,zwi0pz,xd,8,4
1042,2022-12-29,23:14:00,adas334cz,Sadge,2,4
2332,2022-12-29,23:14:00,Matistv,MJK is nooob,2,4
4647,2022-12-29,23:14:03,alexkojenajlepsi,any nolimit slots bonus?,6,4
832,2022-12-29,23:14:08,PLEBSTRO_,sup xeri,7,4
1735,2022-12-29,23:14:12,nixet32,peepoHey,7,5
2778,2022-12-29,23:14:19,Pata1G,its long pissesd usually has 20 minutes,6,5
2435,2022-12-29,23:14:20,Pata1G,matoPiska,2,5
111,2022-12-29,23:14:28,threevago,Yooo glgl,7,5
645,2022-12-29,23:14:28,adas334cz,true,5,5
511,2022-12-29,23:14:35,zwi0pz,we waited a long time for the stream,7,5
2482,2022-12-29,23:14:36,SKuLLn1,LUL,4,5
759,2022-12-29,23:14:38,milujutekamobracho1,Thats so true,8,5
3277,2022-12-29,23:14:40,adas334cz,he needs to redepo after the 20min,6,5
225,2022-12-29,23:14:41,SST0MSSSS,yeah he has,7,5
330,2022-12-29,23:14:41,radikalnyyy,xdd,8,5
976,2022-12-29,23:14:44,olivercito3,should i go sleep or stay awake till 4am and then go on train for 6 hour travel ? FeelsWeirdMan,3,5
5065,2022-12-29,23:14:45,Nasty152,@Matistv ok lion,8,5
3228,2022-12-29,23:14:48,missyouuu,hello hello,7,5
1180,2022-12-29,23:14:54,alexkojenajlepsi,quick stream= nolimit bonuses?,6,5
5045,2022-12-29,23:14:57,Matistv,@Nasty152 ani nepride� pozdravit na ds noob,2,5
5041,2022-12-29,23:14:58,Pata1G,@olivercito3 r u traveling to czech?,7,5
5066,2022-12-29,23:15:07,Nasty152,@Matistv !eng,7,5
5247,2022-12-29,23:15:14,SKuLLn1,!eng,5,6
2469,2022-12-29,23:15:15,milujutekamobracho1,Madame destiny,7,6
2360,2022-12-29,23:15:16,n1xyc,midas,7,6
4421,2022-12-29,23:15:16,Pata1G,bvushido,2,6
3695,2022-12-29,23:15:18,adas334cz,fruit party,7,6
5287,2022-12-29,23:15:20,dauphinn7,:D,8,6
2357,2022-12-29,23:15:22,n1xyc,midas golden touch,7,6
5044,2022-12-29,23:15:22,Matistv,@Nasty152 why u dont come to ds say hello idiot,2,6
5051,2022-12-29,23:15:22,Rosherun,@milujutekamobracho1 matoPiska,2,6
331,2022-12-29,23:15:24,milujutekamobracho1,xdd,10,6
3304,2022-12-29,23:15:32,threevago,Hahahaha,8,6
1736,2022-12-29,23:15:33,swaampyyy,peepoHey,7,6
2384,2022-12-29,23:15:33,milujutekamobracho1,megaways,7,6
2681,2022-12-29,23:15:33,adas334cz,KEKW,8,6
3451,2022-12-29,23:15:37,milujutekamobracho1,go megaways,7,6
5037,2022-12-29,23:15:38,olivercito3,@Pata1G nope i am going to salzburg and then with next train to small town in south tirol,5,6
2682,2022-12-29,23:15:47,zwi0pz,KEKW,8,6
1947,2022-12-29,23:15:53,Pata1G,olivercito3 who asked :tf:,2,6
2779,2022-12-29,23:15:53,milujutekamobracho1,Its literally good wdym,9,6
4388,2022-12-29,23:15:58,Filkopesko,catJam,7,6
2941,2022-12-29,23:16:02,adas334cz,i hate this slot its soo boring,2,6
1758,2022-12-29,23:16:05,olivercito3,Pata1G xd,6,6
189,2022-12-29,23:16:12,milujutekamobracho1,yep,7,7
162,2022-12-29,23:16:13,michko,yes,8,7
190,2022-12-29,23:16:13,Nasty152,yep,7,7
258,2022-12-29,23:16:14,SKuLLn1,ya,7,7
1043,2022-12-29,23:16:15,milujutekamobracho1,Sadge,2,7
163,2022-12-29,23:16:16,Strangechol,yes,7,7
3204,2022-12-29,23:16:20,Pata1G,hes just sleepin fr,4,7
4483,2022-12-29,23:16:23,milujutekamobracho1,bro,6,7
3474,2022-12-29,23:16:31,milujutekamobracho1,go double chance,7,7
4215,2022-12-29,23:16:35,SKuLLn1,C�ncer,1,7
1110,2022-12-29,23:16:37,alex12137,rip pelle,2,7
3725,2022-12-29,23:16:37,michko,fr,4,7
4685,2022-12-29,23:16:37,milujutekamobracho1,and had cancer,2,7
164,2022-12-29,23:16:38,zwi0pz,yes,7,7
2865,2022-12-29,23:16:39,milujutekamobracho1,ig,5,7
3709,2022-12-29,23:16:40,zwi0pz,fr fr,4,7
1109,2022-12-29,23:16:46,Pata1G,rip pelle Prayge,2,7
1759,2022-12-29,23:16:51,olivercito3,Pata1G just wait i am going to prague in january,7,7
658,2022-12-29,23:16:54,harabyn,TOP G arrested :O,2,7
4616,2022-12-29,23:16:55,turkishmizaj,ayo THIS,8,7
1731,2022-12-29,23:16:59,Strangechol,pelle?,2,7
4465,2022-12-29,23:17:03,Strangechol,bruh,2,7
742,2022-12-29,23:17:11,SKuLLn1,there will be 1x1 in heaven Maradona x Pel�.,7,7
1044,2022-12-29,23:17:11,Pata1G,Sadge,2,7
5120,2022-12-29,23:17:11,harabyn,.. yes,7,7
2430,2022-12-29,23:17:17,harabyn,matrix stage 3 :/,3,8
4466,2022-12-29,23:17:18,zwi0pz,bruh,2,8
4760,2022-12-29,23:17:19,milujutekamobracho1,After getting owned by Greta,2,8
2947,2022-12-29,23:17:21,harabyn,i gonna miss him,8,8
324,2022-12-29,23:17:30,harabyn,XDDD,10,8
3205,2022-12-29,23:17:33,Pata1G,hes gonna get out after few days fr,7,8
2897,2022-12-29,23:17:36,milujutekamobracho1,I TOLD YOU,7,8
2841,2022-12-29,23:17:37,Pata1G,in few days*,7,8
142,2022-12-29,23:17:38,alex12137,yessss,8,8
2195,2022-12-29,23:17:38,SKuLLn1,Nice,8,8
441,2022-12-29,23:17:39,dauphinn7,Why people giving him this much attention tho,5,8
1388,2022-12-29,23:17:41,Strangechol,Pog,8,8
1389,2022-12-29,23:17:42,radikalnyyy,Pog,8,8
2893,2022-12-29,23:17:43,turkishmizaj,i was watching your stream bro TT is crazy :tf:,7,8
3960,2022-12-29,23:17:43,dylan_1484,ezz,8,8
5350,2022-12-29,23:17:45,alex12137,25,2,8
129,2022-12-29,23:17:51,milujutekamobracho1,yikes,2,8
2017,2022-12-29,23:17:54,Nasty152,NotLikeThis,2,8
3924,2022-12-29,23:17:55,alex12137,ffffffff,2,8
5095,2022-12-29,23:17:55,adas334cz,@dauphinn7 he is just top G,7,8
1993,2022-12-29,23:17:58,milujutekamobracho1,nvm go next :tf:,2,8
3229,2022-12-29,23:17:58,[Mención Indirecta],hello hello,7,8
5096,2022-12-29,23:17:58,harabyn,@dauphinn7 and why not?,7,8
2018,2022-12-29,23:18:00,dylan_1484,NotLikeThis,2,8
2383,2022-12-29,23:18:00,mariet3,meh,2,8
3221,2022-12-29,23:18:08,SKuLLn1,Hello Pissed,7,8
3222,2022-12-29,23:18:09,martinW,hello pissed,7,8
3481,2022-12-29,23:18:10,turkishmizaj,go back sweez,7,8
3138,2022-12-29,23:18:15,dylan_1484,hi pissed BloodTrail,8,9
3139,2022-12-29,23:18:19,adas334cz,hi pissed,7,9
4241,2022-12-29,23:18:31,Pata1G,COPIUM not,2,9
4960,2022-12-29,23:18:33,[Mención Indirecta],@turkishmizaj i will be for 8 hours in istanbul if Kobal wanna go for a n iphone he can,7,9
3223,2022-12-29,23:18:34,zwi0pz,hello pissed,7,9
4435,2022-12-29,23:18:42,martinW,but... u are xD,2,9
1688,2022-12-29,23:18:49,turkishmizaj,[Mención Indirecta] when,7,9
1390,2022-12-29,23:18:59,0dankomando,Pog,8,9
5007,2022-12-29,23:19:01,harabyn,@[Mención Directa] please check dms on instagram :) i sent you my twitch recap,8,9
3622,2022-12-29,23:19:14,martinW,gems bonanza,7,10
2379,2022-12-29,23:19:15,milujutekamobracho1,Mental,8,10
4454,2022-12-29,23:19:15,Pata1G,bushgido,7,10
5085,2022-12-29,23:19:15,[Mención Indirecta],@harabyn i will xqcL,8,10
265,2022-12-29,23:19:17,Pata1G,XPFOAKWEFOKEWAFMOEWAFM,2,10
2361,2022-12-29,23:19:18,n1xyc,midas,7,10
3153,2022-12-29,23:19:18,Matus220066,hi,6,10
4538,2022-12-29,23:19:18,0dankomando,beggar team surrounded,2,10
5265,2022-12-29,23:19:18,milujutekamobracho1,:tf:,2,10
109,2022-12-29,23:19:20,Rozkii,yooo hi,7,10
4568,2022-12-29,23:19:20,Filkopesko,bang bang,8,10
4963,2022-12-29,23:19:20,[Mención Indirecta],@turkishmizaj 10 pm :tf:,7,10
831,2022-12-29,23:19:21,rhymesanti,sup xeriff,7,10
413,2022-12-29,23:19:22,alex12137,wlid Frames,8,10
835,2022-12-29,23:19:26,rhymesanti,sup guys,7,10
2804,2022-12-29,23:19:28,martinW,IT WILL PAY,8,10
3069,2022-12-29,23:19:28,Rozkii,hot peppero,7,10
4536,2022-12-29,23:19:31,martinW,BELIEVE ME,7,10
4990,2022-12-29,23:19:32,turkishmizaj,@[Mención Directa] today?,7,10
3618,2022-12-29,23:19:40,milujutekamobracho1,gemz,7,10
305,2022-12-29,23:19:48,Pata1G,XDDDDDDDDDDDD,8,10
2071,2022-12-29,23:19:51,adas334cz,noooi,2,10
1923,2022-12-29,23:19:52,Nasty152,OMEGALUL,2,10
2358,2022-12-29,23:19:52,n1xyc,midas golden touch,7,10
1045,2022-12-29,23:19:53,martinW,Sadge,2,10
1924,2022-12-29,23:19:56,nixet32,OMEGALUL,2,10
3070,2022-12-29,23:19:57,Rozkii,hot pepper,7,10
433,2022-12-29,23:19:59,alex12137,wild frames,8,10
4956,2022-12-29,23:20:00,[Mención Indirecta],@turkishmizaj ye,7,10
3938,2022-12-29,23:20:02,zwi0pz,fast,7,10
726,2022-12-29,23:20:04,Rozkii,this guy,2,10
1136,2022-12-29,23:20:07,dylan_1484,retro tapes,5,10
2787,2022-12-29,23:20:09,Pata1G,its gems,7,10
599,2022-12-29,23:20:11,Pata1G,u dickwad,2,10
2264,2022-12-29,23:20:11,Rozkii,naaaaaaah Z,2,10
2757,2022-12-29,23:20:14,milujutekamobracho1,Jebaited,8,11
3621,2022-12-29,23:20:14,turkishmizaj,gems bro S,8,11
3625,2022-12-29,23:20:16,Strangechol,gems,7,11
746,2022-12-29,23:20:19,adas334cz,then go fruit party SeemsGood,8,11
714,2022-12-29,23:20:20,Rozkii,this lil broooo,8,11
4539,2022-12-29,23:20:21,fantousek,beer bonanza best slot,8,11
343,2022-12-29,23:20:22,martinW,xD its gems,7,11
1952,2022-12-29,23:20:22,Strangechol,Okayge,7,11
2356,2022-12-29,23:20:25,n1xyc,midas golden touch than,8,11
2809,2022-12-29,23:20:26,Strangechol,it was there,7,11
1727,2022-12-29,23:20:30,Rozkii,PEPEGA,2,11
5026,2022-12-29,23:20:30,turkishmizaj,@[Mención Directa] 10pm for cet or,8,11
1004,2022-12-29,23:20:37,Strangechol,scroll down,8,11
325,2022-12-29,23:20:42,harabyn,XDDD,10,11
3305,2022-12-29,23:20:42,milujutekamobracho1,hahahaha,8,11
2432,2022-12-29,23:20:43,Pata1G,matoPiska matoPiska matoPiska matoPiska matoPiska matoPiska matoPiska,2,11
727,2022-12-29,23:20:44,Pata1G,this guy,8,11
732,2022-12-29,23:20:46,Pata1G,this bro,8,11
4028,2022-12-29,23:20:46,Strangechol,dumass,2,11
398,2022-12-29,23:20:47,martinW,WOW,8,11
3726,2022-12-29,23:20:47,Rosherun,fr,4,11
3619,2022-12-29,23:20:48,fantousek,gemz,8,11
332,2022-12-29,23:20:49,dylan_1484,xDd,8,11
345,2022-12-29,23:20:49,fantousek,xd,7,11
2683,2022-12-29,23:20:49,adas334cz,KEKW,2,11
2263,2022-12-29,23:20:51,Rozkii,Naaaaaah fr,4,11
3300,2022-12-29,23:20:53,milujutekamobracho1,HAHAHAHAHAHAH,8,11
2480,2022-12-29,23:20:54,dylan_1484,LUL LUL,7,11
2555,2022-12-29,23:20:54,Rozkii,lil bro,2,11
3727,2022-12-29,23:20:56,milujutekamobracho1,fr,4,11
2436,2022-12-29,23:20:57,zwi0pz,matoPiska,2,11
4961,2022-12-29,23:20:57,[Mención Indirecta],@turkishmizaj bro are you FBI what are these questions,2,11
1925,2022-12-29,23:20:58,gems69,OMEGALUL,2,11
5266,2022-12-29,23:20:58,[Mención Indirecta],:tf:,2,11
3620,2022-12-29,23:21:01,zwi0pz,gems fr,4,11
3728,2022-12-29,23:21:05,adas334cz,fr,4,11
786,2022-12-29,23:21:22,milujutekamobracho1,tf,5,12
3120,2022-12-29,23:21:32,Rozkii,him,5,12
4858,2022-12-29,23:21:38,Pata1G,280 noscope,5,12
1690,2022-12-29,23:21:42,turkishmizaj,[Mención Indirecta] i have to know exactly when will you be in istanbul,2,12
2117,2022-12-29,23:21:53,[Mención Indirecta],no I will be in Malta,5,12
574,2022-12-29,23:21:56,milujutekamobracho1,VapeNation,7,12
4437,2022-12-29,23:22:00,[Mención Indirecta],but this is the best flight tommorow,7,12
2955,2022-12-29,23:22:02,turkishmizaj,i can't meet with him,2,12
4540,2022-12-29,23:22:03,[Mención Indirecta],because im a dumbass,1,12
4684,2022-12-29,23:22:07,[Mención Indirecta],and I forgot to book the flight ticket earlier,2,12
4501,2022-12-29,23:22:15,threevago,Bonus buy is the way�,8,13
5061,2022-12-29,23:22:16,fantousek,@michko ey when restore please? ),5,13
941,2022-12-29,23:22:20,[Mención Indirecta],so I will wait for 8 hours in Istanbul,2,13
4624,2022-12-29,23:22:22,[Mención Indirecta],at the airport,2,13
1696,2022-12-29,23:22:24,[Mención Indirecta],[Emote Personalizado 3],2,13
422,2022-12-29,23:22:25,0dankomando,will you block and beg,2,13
474,2022-12-29,23:22:34,michko,when i wake up maybe PepeLaugh who knows @fantousek,5,13
1965,2022-12-29,23:22:37,fantousek,ok,5,13
4623,2022-12-29,23:22:39,turkishmizaj,at the airport for 8 hours?,2,13
3729,2022-12-29,23:22:40,turkishmizaj,fr,5,13
4289,2022-12-29,23:22:44,4rc44,cmonnn bnus,8,13
4962,2022-12-29,23:22:47,Pata1G,@turkishmizaj are u retarded,2,13
2437,2022-12-29,23:22:49,Pata1G,matoPiska,2,13
4991,2022-12-29,23:22:51,harabyn,@[Mención Directa] time to get some escor* service :) i can get you a link Pog,1,13
379,2022-12-29,23:22:56,SKuLLn1,wtf is FR ??,2,13
3284,2022-12-29,23:22:59,milujutekamobracho1,He can buy some cigs,5,13
2951,2022-12-29,23:23:14,turkishmizaj,i don't meet but my friend will,5,14
2930,2022-12-29,23:23:15,harabyn,i just care man :),8,14
2863,2022-12-29,23:23:17,[Mención Indirecta],ill get some sleep probably at the airport,5,14
1685,2022-12-29,23:23:23,Pata1G,play central cee - lil bro @xeriffer,8,14
264,2022-12-29,23:23:24,Pata1G,xqcL,8,14
2769,2022-12-29,23:23:33,[Mención Indirecta],its pointless to drive to the centre in Istanbul cuz its literally one hour drive,2,14
5010,2022-12-29,23:23:42,SKuLLn1,@[Mención Directa] no danger of being stolen?,5,14
3371,2022-12-29,23:23:44,Pata1G,Gool,8,14
2398,2022-12-29,23:23:52,adas334cz,maybe do chellange @[mención directa] smoking whole box of cigs in 8 hours,2,14
4989,2022-12-29,23:24:07,zwi0pz,@[Mención Directa] we can sleep together empty next to me,2,14
5109,2022-12-29,23:24:10,milujutekamobracho1,@adas334cz thats literally so ez,8,14
2386,2022-12-29,23:24:12,mariet3,meeh,5,15
4936,2022-12-29,23:24:23,harabyn,@zwi0pz wut???,2,15
859,2022-12-29,23:24:26,Pata1G,Sturdy,7,15
839,2022-12-29,23:24:36,adaquizel_,sup,5,15
5052,2022-12-29,23:24:39,adas334cz,@milujutekamobracho1 like not 1 pack of 10 but the box KEKW,2,15
3283,2022-12-29,23:24:42,Rosherun,he does that on daily basis :tf:,2,15
536,2022-12-29,23:24:45,sakdejz,wassup @xerrifer,5,15
1962,2022-12-29,23:24:50,martinW,OK LEAVE GEMS ITS DOGSHIT @xerrifer,2,15
3105,2022-12-29,23:24:54,zwi0pz,hm,5,15
1357,2022-12-29,23:24:58,S0NRISE,PogU,8,15
187,2022-12-29,23:24:59,harabyn,yeri i got a few nice songs... if you wanna you can play it,7,15
2860,2022-12-29,23:25:09,Strangechol,im convinced that gems dont pay in base game,2,15
5115,2022-12-29,23:25:14,milujutekamobracho1,@adaquizel_ hello chestnut ??,8,16
5050,2022-12-29,23:25:24,adaquizel_,@milujutekamobracho1 [Emote Personalizado 7],2,16
5267,2022-12-29,23:25:25,Strangechol,:tf:,2,16
3187,2022-12-29,23:25:28,chrizz_tophernolan,HeyGuys,5,16
2359,2022-12-29,23:25:38,n1xyc,midas golden touch,5,16
3055,2022-12-29,23:25:41,nefroox,how u standing in Apex today ? @[mención directa],2,16
573,2022-12-29,23:25:42,radikalnyyy,vault,5,16
912,2022-12-29,23:25:44,martinW,sorry Sadge @xerrifer,2,16
3027,2022-12-29,23:25:47,harabyn,https://open.spotify.com/track/5t1i75ExuS97cGtrbXoQnQ?si=a6ca6ccbbef141eb,7,16
1022,2022-12-29,23:25:56,adaquizel_,santas wonderland next SMOKE,8,16
4203,2022-12-29,23:26:00,adas334cz,daily fruit party,7,16
3071,2022-12-29,23:26:09,Rozkii,hot pepper,2,16
618,2022-12-29,23:26:11,harabyn,try that oone,8,16
2129,2022-12-29,23:26:12,nefroox,no bad,7,17
3224,2022-12-29,23:26:23,nailboii,hello my friend,5,17
1846,2022-12-29,23:26:29,yyKassu,oo you switched,5,17
4379,2022-12-29,23:26:31,yyKassu,channel,5,17
1995,2022-12-29,23:26:32,zwi0pz,nt,5,17
1372,2022-12-29,23:26:39,4rc44,PogChamp,8,17
3267,2022-12-29,23:26:53,harabyn,hehe,8,17
685,2022-12-29,23:26:58,milujutekamobracho1,tiktak,5,17
3702,2022-12-29,23:27:04,yyKassu,Free andrew tate,2,17
5310,2022-12-29,23:27:07,yyKassu,: DD,8,17
918,2022-12-29,23:27:29,fantousek,song?,5,18
3182,2022-12-29,23:27:38,jan1454,HeyGuys HeyGuys HeyGuys,5,18
1714,2022-12-29,23:27:40,alenejdes,PepeLaugh,2,18
3032,2022-12-29,23:27:43,harabyn,https://open.spotify.com/track/4S4Mfvv03M1cHgIOJcbUCL?si=e23b6e0b37a94610,7,18
5168,2022-12-29,23:27:49,chrizz_tophernolan,!ticket 1,5,18
253,2022-12-29,23:27:52,turkishmizaj,ye,5,18
1046,2022-12-29,23:27:53,chrizz_tophernolan,Sadge,2,18
3042,2022-12-29,23:27:54,harabyn,https://open.spotify.com/track/2REq597W1UwW66BWqMRfJY?si=440d2de68e9443a1,7,18
4411,2022-12-29,23:27:56,Pata1G,"can u play ""phonky trap"" on spotify later PagMan",5,18
2959,2022-12-29,23:28:00,[Mención Indirecta],I actually found out Mizaj is not even turkish,2,18
